캠핑(야영)장명,캠핑(야영)장구분,위도,경도,주소,일반야영장수,자동차야영장,글램핑,카라반,화장실,샤워실,개수대,소화기,방화수,방화사,화재감지기,기타부대시설 1,기타부대시설 2,데이터기준일자,인허가일자
금박산관광농원 - 키즈팜글램핑,일반야영장,35.8746434,128.8913444,경북 영천시 대창면 대창리 969-3,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2017-07-27
금방아 민박캠핑장,일반야영장,37.317754,128.2602109,강원도 영월군 수주면 법흥리 ,0,40,0,0,2,2,2,20,0,0,0,"전기,무선인터넷,장작판매,온수,운동시설","휴게공간,어린이놀이방",2019-07-12,2016-06-09
금산산림문화타운,"일반야영장,자동차야영장",36.0677603,127.3690928,충청남도 금산군 남이면 건천리 ,0,74,0,0,6,6,3,12,0,0,0,"전기,무선인터넷,물놀이장,놀이터,운동시설,마트.편의점",,2019-07-12,2015-03-30
금수문화공원 야영장,"일반야영장,자동차야영장",35.9174557,128.1214504,경상북도 성주군 금수면 무학리 47 ,73,73,0,0,4,2,4,50,0,0,0,"전기,장작판매,산책로",,2019-07-12,2016-04-26
금오도 야영장 ,일반야영장,34.5351616,127.7612922,전라남도 여수시 대유길 36-2 ,21,0,3,0,0,0,0,0,0,0,0,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동장,운동시설",,2019-07-12,2016-07-13
금오산 야영장 ,일반야영장,36.108123,128.316921,경상북도 구미시 남통동 ,0,0,0,0,0,0,0,0,0,0,0,물놀이장,,2019-07-12,2016-02-11
금오산 오토캠핑장 ,일반야영장,36.1072879,128.2753383,경상북도 김천시 아포읍 대성리 ,0,0,0,0,0,0,0,0,0,0,0,"전기,온수,운동시설",,2019-07-12,2016-01-21
금오산힐링타운 ,"일반야영장,글램핑",36.10021,128.2757727,경상북도 김천시 남면 오봉리 ,5,0,19,0,3,1,1,37,0,0,0,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동시설,마트.편의점",,2019-07-12,2016-01-21
금원산 자연휴양림 ,일반야영장,35.7321574,127.8003156,경상남도 거창군 위천면 금원산길 412 ,0,0,0,0,0,0,0,0,0,0,0,"놀이터,운동시설",,2019-07-12,2015-06-01
금은모래 캠핑장,일반야영장,37.2939603,127.665852,경기도 여주시 강변유원지길 107 ,151,0,0,0,6,2,1,80,0,0,0,"전기,온수,물놀이장,놀이터,운동장,운동시설,마트.편의점",하천부지60면 전기안됨,2019-07-12,2015-05-14
금헌 힐링캠프 ,일반야영장,35.3250899,127.9237626,경상남도 산청군 단성면 석대로281번길 229-19 ,48,0,0,0,0,0,0,0,0,0,0,"전기,장작판매,온수,물놀이장,놀이터,운동시설",,2019-07-12,2014-07-07
기산골캠핑장 ,일반야영장,37.7766651,126.935462,경기도 양주시 백석읍 기산로 413 ,30,0,0,0,3,2,2,20,0,0,0,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설,마트.편의점",아이놀이방,2019-07-12,2015-08-26
기장일출랜드 ,카라반,35.2722006,129.2488093,부산광역시 기장군 일광면 이천리 ,0,0,0,10,1,1,0,10,0,0,10,"전기,무선인터넷,온수,트렘폴린,물놀이장,놀이터,운동시설","게스트하우스도 운영하고 있슴.숯,석쇠판매",2019-07-12,2016-06-17
길캠프 ,자동차야영장,37.3027158,128.1541537,강원도 영월군 수주면 두산리 ,40,0,0,0,2,2,2,45,0,0,0,"전기,무선인터넷,장작판매,온수,운동시설",,2019-07-12,2015-10-19
김삿갓 계곡 캠핑장 ,자동차야영장,37.1179954,128.6075203,강원도 영월군 김삿갓면 김삿갓로 216-30 ,37,0,0,0,5,5,4,10,0,0,0,"전기,무선인터넷,장작판매,온수,트렘폴린,운동시설",,2019-07-12,2015-03-19
김삿갓휴게소 체험 캠핑장,자동차야영장,37.1213937,128.6100905,강원도 영월군 김삿갓면 와석리 327-2 ,18,0,0,0,2,5,3,10,0,0,0,"전기,장작판매,온수,놀이터,운동장,운동시설","족구장,배드민턴장",2019-07-12,2016-05-11
김천부항댐 산내들 오토캠핑장 ,일반야영장,35.9779879,128.0112684,경상북도 김천시 지례면 도곡리 ,0,52,0,0,2,2,2,28,1,3,0,"전기,온수,물놀이장,산책로,운동장",,2019-07-12,2014-09-01
김포 황토테마파크 ,"일반야영장,자동차야영장",37.7009941,126.655448,경기도 김포시 하성면 전류리 ,3,30,0,0,2,2,2,0,0,0,0,"전기,장작판매,온수,트렘폴린,놀이터,운동시설",,2019-07-12,2016-07-08
김포예당캠핑장,자동차야영장,37.7481594,126.5334652,경기도 김포시 월곶면 문수산로 216,0,0,0,0,0,0,0,0,0,0,0,"전기,장작판매,놀이터,산책로",,2019-07-12,2015-07-28
김포한강오토캠핑장 ,"일반야영장,카라반,글램핑",37.7030591,126.6544393,경기도 김포시 하성면 전류리 ,98,98,16,4,3,3,2,0,0,0,0,"전기,온수,물놀이장,운동시설",사계절 썰매장,2019-07-12,2013-08-28
깊은골캠핑장,"일반야영장,자동차야영장",35.9260337,127.7607566,전라북도 무주군 구천동로 1284-6 ,0,42,0,0,1,1,1,21,0,0,0,"전기,무선인터넷,장작판매,온수,놀이터,운동시설",,2019-07-12,2016-09-23
깊이울달빛캠핑장 ,일반야영장,37.9214643,127.1690031,경기도 포천시 신북면 심곡리 ,22,0,0,0,2,2,1,0,0,0,0,"운동장,운동시설",,2019-07-12,2015-10-12
꽃주렁나무주렁캠핑장 ,자동차야영장,37.1143322,127.2100891,경기 용인시 처인구 이동읍 경기동로1024번길 40,20,0,0,0,2,2,6,15,2,2,0,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설",,2019-07-12,2016-10-26
꾸러기 캠핑장 ,일반야영장,35.1151762,128.182554,경상남도 진주시 금곡면 검암길 31 ,34,0,0,0,1,1,2,20,0,0,0,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동시설,마트.편의점",,2019-07-12,2016-06-03
드림이벤트 (구 꿈꾸는 캠핑장),"일반야영장,자동차야영장,글램핑",35.6258784,128.0425891,경남 합천군 봉산면 김봉리 351-1,0,25,10,0,2,2,2,38,0,0,0,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설",,2019-07-12,2017-07-03
꿈꾸는시계 ,일반야영장,36.1879223,127.28752,충청남도 논산시 벌곡면 대덕리 ,25,0,0,0,2,2,2,8,1,0,0,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설",,2019-07-12,2015-08-28
꿈꾸는캠핑장 ,일반야영장,35.293488,127.365272,전남 곡성군 고달면 고산로 325,68,0,0,0,0,0,0,0,0,0,0,"전기,장작판매,온수,물놀이장,놀이터,운동시설",,2019-07-12,2015-05-29
꿈애 오토캠핑장 ,일반야영장,35.9986012,128.4541987,경상북도 칠곡군 왜관읍 봉계리 400-1 ,0,28,0,0,2,2,2,15,0,0,0,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점",게스트룸,2019-07-12,2016-06-24
꿈에그린 캠핑장 ,일반야영장,38.0139897,127.3711154,경기도 포천시 이동면 화동로1870번길 31 ,50,0,0,0,1,1,1,27,0,0,0,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설",,2019-07-12,2016-08-11
꿈엔들 캠프장,"자동차야영장,글램핑",37.3431516,128.2806178,강원 영월군 무릉도원면 무릉법흥로 968-12,0,55,8,0,2,1,3,20,0,0,8,"전기,무선인터넷,장작판매,온수,운동시설,마트.편의점",,2019-07-12,2015-06-04
양평 키즈 글램핑 (구 꿈의 마을 캠핑장),"일반야영장,글램핑",37.5568939,127.7245394,경기도 양평군 청운면 용두리 ,0,20,10,0,3,2,2,20,0,0,0,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설",,2019-07-12,2015-03-06
꿈의대화캠핑장 ,일반야영장,37.5017856,128.4514503,강원도 평창군 대화면 대화리 1152-4 ,0,27,11,0,2,2,2,0,0,0,0,"놀이터,산책로",,2019-07-12,2015-06-04
나그네캠핑장 ,일반야영장,36.2664844,127.1888456,충청남도 논산시 연산면 어은리 ,20,0,0,0,2,2,2,10,0,0,0,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설",,2019-07-12,2015-10-13
나드리야영장,자동차야영장,38.1928,128.3287404,강원도 인제군 북면 만해로 247 ,12,0,0,0,1,1,2,6,0,0,0,전기,,2019-07-12,
나로힐링캠핑장 ,일반야영장,34.4330206,127.4931576,전라남도 고흥군 우주로 3810-7 ,0,0,0,0,1,1,1,5,0,0,0,전기,,2019-07-12,2016-04-27
나린오토캠핑장 ,일반야영장,38.018629,126.9719973,경기도 연천군 어삼로 391-81 ,0,78,0,0,2,2,2,40,0,0,0,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설",임진강,2019-07-12,2015-08-10
나무새 관광농원,일반야영장,37.9695114,127.1505417,경기도 포천시 신북면 삼정리 98-3,0,60,0,0,2,1,2,60,0,0,0,"전기,무선인터넷,온수,트렘폴린,물놀이장,놀이터,운동시설",,2019-07-12,2017-03-28
나봄야영장 ,일반야영장,35.7027696,127.5132564,전라북도 장수군 천천면 남양리 ,0,0,0,0,0,0,0,0,0,0,0,"전기,온수,물놀이장",,2019-07-12,2016-08-19
낙동강 레포츠밸리 강변오토캠핑장,일반야영장,35.6734661,128.3663172,대구시 달성군 구지면 오설리 873번지,0,29,0,0,2,1,1,7,0,0,0,"전기,무선인터넷,장작판매,온수,트렘폴린,운동시설,마트.편의점",,2019-07-12,2017-04-05
낙동강레포츠밸리구지오토캠핑장,"일반야영장,카라반",35.671999,128.371533,대구광역시 달성군 구지면 구지서로 199 ,11,0,0,12,2,1,1,16,0,2,0,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,산책로,운동장,운동시설",,2019-07-12,2016-05-17
낙산해변야영장 ,자동차야영장,38.1123773,128.6385323,강원도 양양군 양양읍 조산리 ,300,14,0,0,4,4,4,21,0,0,0,"전기,장작판매,온수,운동시설",,2019-07-12,2015-06-18
남강 캠프,자동차야영장,37.3503326,128.2799774,강원 영월군 무릉도원면 무릉법흥로 1050-16,0,0,0,0,0,0,0,0,0,0,0,"전기,무선인터넷,온수,운동시설",,2019-07-12,2015-05-20
남양주 휴림캠핑장 ,자동차야영장,37.7143513,127.3003375,경기도 남양주시 지둔로 344-0 ,20,0,0,0,2,2,1,30,0,0,0,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동장,운동시설",,2019-07-12,2016-07-20
남원 백두대간 국민여가캠핑장,일반야영장,35.3999038,127.5076174,전북 남원시 운봉읍 주촌3길 49-4,0,31,0,0,1,1,1,0,0,0,0,"전기,놀이터,산책로,마트.편의점",,2019-07-12,2017-07-25
남원 자연휴양림 ,일반야영장,35.4596253,127.4163431,전라북도 남원시 갈치동 ,34,0,0,0,1,1,1,0,0,0,0,"전기,운동시설",,2019-07-12,2015-06-29
낭만가족 캠핑장 ,일반야영장,37.9310546,127.1219109,경기도 포천시 신북면 지동길 205 ,28,0,0,0,1,1,1,15,0,0,0,"전기,장작판매,온수,물놀이장,놀이터,운동시설",,2019-07-12,2016-07-04
낭만에코파크,일반야영장,37.7016913,126.4286229,인천광역시 강화군 양도면 인산리 ,50,50,0,0,4,2,2,25,0,0,0,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동시설",,2019-07-12,2016-07-14
낭만캠프 ,"일반야영장,카라반,글램핑",38.0431019,127.7993317,강원도 화천군 간동면 유촌리 ,0,5,3,3,2,2,1,0,0,0,0,"전기,장작판매,온수,물놀이장,운동장,운동시설","세탁기, 카페, 미니 동물원",2019-07-12,2015-07-30
내리금봉캠핑장 ,자동차야영장,37.1089277,128.6718332,강원도 영월군 김삿갓면 내리계곡로 1146 ,13,0,0,0,1,1,1,6,0,0,0,"전기,무선인터넷,온수",,2019-07-12,2016-07-21
내린천 주말농장,자동차야영장,37.9007531,128.2755015,강원도 인제군 상남면 내린천로 3041,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2017-09-18
내린천솔밭힐링캠핑장,자동차야영장,37.9102643,128.2908329,강원도 인제군 상남면 하남리 445,26,0,0,0,2,2,2,9,0,0,0,"전기,무선인터넷,온수,물놀이장",,2019-07-12,2018-12-11
내안의 숲 오토캠핑장 ,일반야영장,36.1837789,126.7457087,충청남도 부여군 옥산면 내대리 ,67,0,0,0,2,2,2,41,0,2,0,"전기,장작판매,온수,물놀이장,놀이터,운동시설",,2019-07-12,2016-01-15
내원자동차야영장 ,"자동차야영장,카라반",35.2967767,127.8124104,경상남도 산청군 삼장면 대포리 ,32,16,0,0,0,0,0,0,0,0,0,"전기,무선인터넷",,2019-07-12,2015-08-04
내장산국립공원 내장야영장 ,일반야영장,35.4983233,126.9181089,전라북도 정읍시 내장동 내장산로 800(내장동 92-2),69,0,0,0,1,1,2,35,0,0,0,전기,,2019-07-12,2015-08-03
내평계곡야영장,자동차야영장,37.3249097,129.2357561,강원도 삼척시 내평길 190-0 ,20,0,0,0,2,2,2,14,0,0,0,"전기,무선인터넷,온수",,2019-07-12,2015-09-08
너와나 야영장 ,자동차야영장,37.381619,128.2706209,강원 영월군 무릉도원면 백년계곡길 193,20,0,0,0,1,1,1,6,0,0,0,"전기,무선인터넷",,2019-07-12,2016-10-14
너와두리농촌캠핑장,일반야영장,36.325784,127.7287446,충청북도 옥천군 청성면 한두레로 387 ,80,0,0,0,3,3,3,30,0,0,0,"전기,장작판매,온수,물놀이장,놀이터,산책로,운동시설",세미나실,2019-07-12,2015-05-30
노원힐링캠핑장 (넓은마당캠핑장),일반야영장,38.0679752,127.3875465,경기 포천시 이동면 화동로 2530,35,0,0,0,2,2,2,40,0,0,5,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,산책로,운동시설,마트.편의점",천연잔디운동장,2019-07-12,2015-11-19
노꼬담꼬 ,"일반야영장,글램핑",35.8226325,129.0530513,경상북도 경주시 산내면 감산리 ,27,0,10,0,4,4,2,24,0,0,10,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설",,2019-07-12,2016-01-18
노동오토캠핑장 ,자동차야영장,36.9559257,128.3734499,충청북도 단양군 단양읍 노동리 ,12,0,0,0,2,2,1,12,0,0,0,"전기,산책로,운동장",,2019-07-12,2014-11-07
노르딕 민박,자동차야영장,37.0382746,127.8566003,충주시 중앙탑면 반천안길 55,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2017-12-26
노을공원 노을캠핑장 ,일반야영장,37.5738412,126.8730718,,0,0,0,0,1,1,1,0,0,0,0,"전기,장작판매,온수,운동시설",,2019-07-12,2015-05-04
노일강 캠핑장 ,자동차야영장,37.6887448,127.7332775,강원도 홍천군 노일로 344-14 ,50,0,0,0,2,2,4,20,0,0,0,"전기,장작판매,온수",,2019-07-12,2016-08-16
녹두장군 전봉준관,일반야영장,35.5241822,127.0127079,전라북도 순창군 쌍치면 금성리 ,4,0,0,0,1,1,3,3,0,0,0,"전기,산책로",,2019-07-12,2015-05-15
녹색 오토캠핑장,일반야영장,36.6701762,127.9867937,경상북도 문경시 가은읍 대야로 1560 ,16,0,0,0,2,2,2,20,2,2,1,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설",,2019-07-12,2017-06-19
녹수원글램핑,"일반야영장,글램핑",36.628369,126.9694092,충청남도 공주시 유구읍 덕곡리 15-2,0,0,18,0,2,2,2,18,0,0,18,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설",,2019-07-12,2017-03-31
논산 탑정호글램핑 ,일반야영장,36.1751734,127.1537943,충청남도 논산시 가야곡면 종연리 ,5,0,9,0,1,1,1,9,0,0,9,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장",,2019-07-12,2016-07-19
놀터글램핑 ,글램핑,37.9413076,127.0523534,경기도 동두천시 신천로 274-57 ,0,0,7,0,2,2,1,11,4,1,7,"전기,온수,물놀이장,놀이터,산책로",,2019-07-12,2016-11-03
농어바위캠핑장,일반야영장,37.2817996,126.4587725,인천 옹진군 영흥면 영흥서로 420-19,20,0,0,5,1,1,1,40,0,0,0,"전기,무선인터넷,장작판매,온수,운동시설,마트.편의점",,2019-07-12,2017-06-14
농업법인주식회사 고운힐링팜 ,"일반야영장,글램핑",36.435692,126.7659453,충남 청양군 청양읍 식물원길 398-1 ,0,10,10,0,1,1,1,20,0,0,10,"전기,온수,물놀이장,놀이터",,2019-07-12,2016-11-01
농업회사법인 주식회사 봉산권역 (봉산극기체험권역캠핑장),일반야영장,35.9300896,129.4821544,경상북도 포항시 남구 장기면 창지리 ,16,0,0,0,2,2,1,8,0,0,0,"전기,온수,물놀이장,산책로,운동시설,마트.편의점",,2019-07-12,2015-09-04
농업회사법인(주) 하늘빛수목원,"일반야영장,글램핑",34.6354616,126.9031574,전남 장흥군 용산면 장흥대로 2746,0,0,11,0,0,0,0,11,0,0,0,"전기,무선인터넷,온수,트렘폴린,물놀이장,놀이터","편백숲, 3만평의 수목원,  22년 가꾸심 수목원 개장 5만원",2019-07-12,2017-07-24
농업회사법인주식회사 긴들마당,일반야영장,37.7487741,128.0607696,강원도 홍천군 화촌면 구룡령로 1199 ,15,0,0,0,2,2,2,6,0,0,0,"전기,무선인터넷,장작판매,온수,물놀이장,운동장,마트.편의점",,2019-07-12,2015-04-24
농업회사법인주식회사 태신목장예산지점 (아그로랜드 태신목장),일반야영장,36.8019058,126.7082707,충청남도 예산군 고덕면 상몽리 ,29,0,0,0,2,2,1,15,1,0,0,"전기,장작판매,온수,놀이터,운동시설",,2019-07-12,2016-05-31
농월정오토캠핑장,일반야영장,35.6248761,127.7817377,경상남도 함양군 안의면 월림리 727-1,0,0,0,0,2,2,1,20,2,0,7,"전기,무선인터넷,장작판매,온수,놀이터",,2019-07-12,2017-04-06
농협회사법인 봉좌마을 캠핑장 ,"일반야영장,카라반,글램핑",36.0777955,129.1700704,경상북도 포항시 북구 기계면 봉계리 262-1 ,46,0,8,0,4,2,2,15,0,0,0,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점",,2019-07-12,2015-08-07
농협회사법인 화봉(주) 바인밸리 수영장 캠핑장,"카라반,글램핑",36.5383312,127.0995145,충청남도 공주시 정안면 화봉리 ,41,0,2,3,2,2,2,0,0,0,0,"전기,장작판매,온수,물놀이장,산책로,운동장,마트.편의점",,2019-07-12,2016-06-06
누룽지,일반야영장,35.4267609,126.9990666,전라남도 담양군 용면 추월산로 1316 ,14,0,0,0,1,2,3,16,0,0,0,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,마트.편의점",영내에 여름한정 한식당 겸업,2019-07-12,2016-07-08
느랭이골,"일반야영장,글램핑",35.0584821,127.7116755,전라남도 광양시 다압면 신원리 산125,0,0,35,0,0,0,0,35,0,0,35,"전기,무선인터넷,온수,놀이터",,2019-07-12,2016-08-11
느티나무 캠핑장,일반야영장,37.0901044,128.7130461,강원도 영월군 김삿갓면 내리계곡로 1061 ,40,0,0,0,2,2,2,18,0,0,0,"전기,무선인터넷,장작판매,온수",어린이책방,2019-07-12,2015-05-29
느티나무그늘아래 캠핑장 ,자동차야영장,37.8730244,126.7545927,경기도 파주시 문산읍 사목리 ,40,0,0,0,2,2,1,20,0,0,0,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설",,2019-07-12,2015-12-04
느티나무쉼터,일반야영장,37.1040435,128.6786909,강원도 영월군 김삿갓면 내리계곡로 1106 ,0,35,0,0,2,2,3,16,0,0,0,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설",어린이책방,2019-07-12,2016-12-19
느티나무야영장 ,일반야영장,35.3715548,127.781667,경상남도 산청군 삼장면 유평리 ,25,0,0,0,3,3,3,10,10,0,0,"전기,물놀이장,놀이터",,2019-07-12,2016-01-21
늘솔길캠핑촌 ,일반야영장,36.0652321,129.159661,경상북도 포항시 북구 기계면 봉계리 ,10,0,0,0,1,1,1,7,1,1,0,"전기,무선인터넷,장작판매,온수,놀이터,운동시설",,2019-07-12,2015-04-20
늘편한캠핑장,"자동차야영장,카라반",37.864023,128.1067125,강원도 홍천군 두촌면 괘석리 421-1,7,0,0,3,0,0,0,0,0,0,0,,,2019-07-12,2017-10-13
늘푸른 관광농원,자동차야영장,38.0338468,127.8882937,강원도 춘천시 북산면 추곡리 142-4,4,0,0,0,4,2,2,4,0,0,0,"전기,장작판매,온수",,2019-07-12,2017-06-21
늘푸른 체험학교,"일반야영장,글램핑",35.858013,128.9198158,경상북도 영천시 대창면 영지길 100 ,0,40,9,0,3,3,2,30,0,5,9,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장,운동시설,마트.편의점",,2019-07-12,2015-03-03
늘푸른펜션캠핑장,일반야영장,37.1078541,128.6755331,강원도 영월군 김삿갓면 내리계곡로 1116-4 ,15,0,0,0,1,1,1,8,0,0,0,"전기,장작판매,온수,마트.편의점",,2019-07-12,2015-03-16
늘푸른캠핑장,일반야영장,3d37.6290189,4d127.1288021,경기도 구리시 사노동 산175-140,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2017-05-26
늘해랑캠핑장 ,자동차야영장,37.0626916,128.205642,충청북도 제천시 금성면 포전리 ,0,0,0,0,0,0,0,0,0,0,0,"물놀이장,운동시설",,2019-07-12,2015-10-02
다람쥐 쉼터 ,일반야영장,36.0296611,127.3485769,전라북도 완주군 운주면 금고당로 1016 ,15,0,0,0,2,2,2,11,0,0,0,"전기,무선인터넷,장작판매,온수,운동시설",,2019-07-12,2016-04-27
다릿재농원캠핑장,자동차야영장,37.1139727,127.972329,충청북도 충주시 산척면 송강리 ,35,0,3,0,2,2,1,10,0,0,0,"전기,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설",,2019-07-12,2016-07-20
다볼펜션 ,자동차야영장,37.7749213,127.6244105,강원도 춘천시 남산면 창촌리 546 ,0,0,0,0,0,0,0,0,0,0,0,"물놀이장,놀이터,산책로",,2019-07-12,2015-06-12
다솔관광농원,일반야영장,38.0369005,126.9477585,경기도 연천군 청정로918번길 123-0 ,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2016-09-27
다온,"일반야영장,카라반",36.9387184,126.3826019,충청남도 서산시 대산읍 대로리 ,0,0,0,5,0,0,0,5,0,0,5,"전기,무선인터넷,온수,물놀이장,놀이터,산책로,운동장,운동시설",,2019-07-12,2016-08-05
다옴 햇골 캠핑장 ,자동차야영장,38.0598,127.5184915,강원도 화천군 사내면 사창리 ,23,0,0,0,1,1,2,12,0,0,0,"전기,무선인터넷,장작판매,온수,운동시설",,2019-07-12,2015-10-28
다인리조트 카라반 ,일반야영장,33.4711194,126.3510175,제주특별자치도 제주시 애월읍 고내리 ,0,0,0,3,0,0,0,3,0,0,3,,,2019-07-12,2015-03-31
다인캠핑장 ,일반야영장,36.6750417,127.035037,충청남도 천안시 동남구 광덕면 광덕리 ,0,0,0,0,0,0,0,0,0,0,0,"온수,물놀이장",,2019-07-12,2016-04-26
닥박골 휴양림 ,일반야영장,37.9296714,127.1770984,경기도 포천시 신북면 심곡리 ,0,39,0,0,1,1,3,20,0,3,0,"전기,장작판매,온수,물놀이장,놀이터,운동시설",,2019-07-12,2016-02-15
단양 무지개 오토캠핑장,자동차야영장,37.044597,128.4121427,충북 단양군 가곡면 가대리 55,22,22,0,0,2,2,2,19,0,0,0,"전기,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설",,2019-07-12,2017-03-16
단양팔경투어 ,자동차야영장,36.985579,128.3805148,충청북도 단양군 단양읍 고수리 ,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2015-09-15
단호샌드파크 자동차야영장 ,"일반야영장,자동차야영장,카라반,글램핑",36.555699,128.6302903,경상북도 안동시 남후면 단호리 ,8,2,2,13,2,2,1,30,0,15,15,"전기,온수,트렘폴린,물놀이장,산책로,마트.편의점",,2019-07-12,2015-05-28
달곡캠프 ,일반야영장,35.6093587,129.420125,울산광역시 북구 무룡동 ,0,12,0,0,1,1,1,12,1,2,0,"전기,장작판매,온수,물놀이장,놀이터,운동시설",실내놀이터.모래놀이터시설,2019-07-12,2016-02-16
달과별 캠핑장 ,"일반야영장,자동차야영장",37.095715,128.8102319,강원도 영월군 상동읍 덕구리 ,33,0,0,0,1,1,1,18,0,0,0,"전기,장작판매,온수,트렘폴린,운동시설,마트.편의점",모래놀이터,2019-07-12,2015-05-28
달궁자동차 야영장,일반야영장,35.3546629,127.5579135,전라북도 남원시 산내면 덕동리 274번지 외 22필지,0,0,0,0,0,0,0,0,0,0,0,"전기,산책로,운동시설",,2019-07-12,2015-08-03
달빛고운 월성 자연학습관,일반야영장,35.7643227,127.74247,경상남도 거창군 북상면 덕유월성로 1433-7 ,0,0,0,0,1,1,1,0,0,0,0,"전기,온수,놀이터,산책로,운동시설,마트.편의점",,2019-07-12,2015-05-14
달빛고운병곡캠핑장 ,일반야영장,35.8097226,127.7753583,경상남도 거창군 북상면 병곡길 447-11 ,43,0,0,0,2,2,2,0,0,0,0,"전기,온수,물놀이장",,2019-07-12,2015-05-14
달빛글램핑장,"일반야영장,글램핑",37.964975,127.3380864,경기도 포천시 일동면 화대리 167,0,0,15,0,1,1,1,17,0,0,17,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로",잔디밭위에서 각종운동가능,2019-07-12,2017-06-23
달숲 캠핑장,자동차야영장,37.0883805,128.1888493,충청북도 제천시 금성면 월림리 ,40,0,0,0,2,2,2,20,0,0,0,"전기,장작판매,온수,물놀이장,놀이터,운동시설,마트.편의점",,2019-07-12,2015-04-15
달이머무는집 ,일반야영장,36.2324502,127.8892665,충청북도 영동군 황간면 월류봉길 57 ,12,0,0,0,4,2,1,7,0,1,1,"전기,무선인터넷,장작판매,온수,산책로",,2019-07-12,2015-08-17
달자캠핑장 ,일반야영장,36.0927391,127.9073245,충청북도 영동군 상촌면 대해길 239-58 ,16,0,0,0,8,2,1,16,0,0,6,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터",방갈로형식의 방이 있음.,2019-07-12,2015-07-20
달천공원오토캠핑장 ,"일반야영장,자동차야영장,카라반",35.2822939,128.5998171,경상남도 창원시 의창구 북면 달천길 150 ,0,31,0,4,1,1,1,50,2,0,0,"전기,무선인터넷,장작판매,온수,놀이터,운동시설",어란아 놀이기구 소량 에어바운스,2019-07-12,2015-04-28
달콤한 캠핑장 ,"일반야영장,글램핑",37.7927968,128.1250697,강원도 홍천군 내촌면 와야리 ,0,29,5,0,1,1,2,30,0,0,5,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설",,2019-07-12,2015-04-28
담양 대나무골 야영장 ,일반야영장,35.3488812,127.0506365,전라남도 담양군 금성면 비내동길 148 ,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2016-06-01
담터오지캠핑장,일반야영장,38.1656895,127.1878004,경기도 포천시 관인면 삼율리 40-1번지,10,0,0,0,1,1,1,6,3,2,0,"전기,무선인터넷,장작판매,온수,놀이터,운동시설",와이파이 일부 가능,2019-07-12,2016-10-11
당진해양캠핑공원 ,일반야영장,36.8953511,126.8188355,충청남도 당진시 신평면 산정길 112 ,20,0,0,0,2,2,2,10,0,0,0,"전기,온수,놀이터",,2019-07-12,2015-09-22
당평오토캠핑장 ,자동차야영장,37.566567,128.040213,강원도 횡성군 갑천면 외갑천로 301 ,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2016-07-19
