캠핑(야영)장명,캠핑(야영)장구분,위도,경도,주소,일반야영장수,자동차야영장,글램핑,카라반,화장실,샤워실,개수대,소화기,방화수,방화사,화재감지기,기타부대시설 1,기타부대시설 2,데이터기준일자,인허가일자
충주카누캠핑장 ,일반야영장,36.9758362,128.0209169,충청북도 충주시 동량면 화암리 ,0,19,0,0,2,2,4,12,0,0,0,"전기,무선인터넷,장작판매,온수,운동시설",,2019-07-12,2015-07-16
충주호캠핑월드(충주호캠핑장),"자동차야영장,글램핑",37.0272913,128.0418349,충청북도 충주시 동량면 호반로 696-1 ,0,24,7,0,2,2,1,12,0,0,10,"전기,장작판매,온수,물놀이장,놀이터,산책로,운동시설",,2019-07-12,2015-05-26
충청남도 산림환경연구소(금강자연휴양림),일반야영장,36.434399,127.2330595,세종특별자치시 금남면 산림박물관길 110 ,20,0,0,0,4,4,2,20,0,0,5,"온수,놀이터,산책로,운동시설,마트.편의점","캐빈5동, 숲속의집12실",2019-07-12,2015-06-02
충효테마관광농원야영장 (대충캠핑장),자동차야영장,35.0255898,128.2904588,경상남도 고성군 대가면 유흥갈천길 240,0,31,4,0,2,2,2,20,0,0,13,"전기,장작판매,온수,물놀이장,마트.편의점",카라반추가요금 1만원,2019-07-12,2016-12-29
치산 관광지 캠핑장 ,카라반,36.0490426,128.71268,경상북도 영천시 신녕면 치산리 1323,0,0,0,28,28,28,28,31,2,2,28,"전기,온수,놀이터",,2019-07-12,2012-11-08
치악신림오토캠핑장 ,일반야영장,37.2623535,128.0845693,강원도 원주시 신림면 성남로 194 ,0,45,0,0,2,2,2,60,0,0,0,"전기,무선인터넷,장작판매,온수,트렘폴린,운동시설,마트.편의점",전디구장,2019-07-12,2015-06-01
청양 칠갑산 오토캠핑장 ,자동차야영장,36.392909,126.8610264,충청남도 청양군 대치면 까치내로 710 ,0,0,0,0,0,0,0,0,0,0,0,"전기,온수,운동장",,2019-07-12,2013-03-05
칠갑산 자연휴양림 ,일반야영장,36.4314933,126.8425,충청남도 청양군 대치면 광대리 ,0,20,0,0,1,1,1,20,0,0,0,"전기,물놀이장,놀이터,운동시설,마트.편의점",,2019-07-12,2015-07-31
칠갑산도림휴게소캠핑장 ,"일반야영장,글램핑",36.3926819,126.898002,충청남도 청양군 장평면 적곡리 ,9,0,0,0,2,2,2,0,0,0,0,"온수,물놀이장,운동시설",,2019-07-12,2016-07-20
칠곡보 오토캠핑장,자동차야영장,36.0202574,128.395463,경상북도 칠곡군 약목면 관호리 ,99,0,0,0,4,2,2,30,0,0,0,"전기,온수,물놀이장,놀이터,운동시설",,2019-07-12,2015-06-26
칠포오토캠핑장 ,일반야영장,36.1356207,129.3853074,경상북도 포항시 북구 흥해읍 금장리 ,44,0,0,0,4,2,3,22,0,0,0,"전기,장작판매,온수,물놀이장,놀이터,운동시설",,2019-07-12,2015-07-15
칡소폭포 캠핑장 ,자동차야영장,37.8234056,128.4536264,강원도 홍천군 내면 을수길 27 ,13,0,0,0,2,2,1,7,0,0,0,"전기,무선인터넷,장작판매,온수,운동시설",,2019-07-12,2017-06-15
침벽캠핑장 ,일반야영장,36.6281293,129.0884039,경상북도 영양군 영양읍 영양로 1154-35 ,40,0,0,0,1,1,2,15,2,0,0,"전기,장작판매,온수,물놀이장,산책로,운동시설",,2019-07-12,2015-09-08
카누글램핑펜션 ,"일반야영장,글램핑",38.0590064,127.5110893,강원도 화천군 사내면 삼일리 ,0,4,5,0,2,2,2,0,0,0,0,"전기,온수,물놀이장,운동시설",,2019-07-12,2016-06-07
카라반 르몽드,카라반,35.2525643,128.8908908,경상남도 김해시 어방동 ,0,0,0,30,1,1,1,30,0,0,0,"전기,무선인터넷,장작판매,온수,놀이터,운동장,운동시설",,2019-07-12,2015-05-21
카라반 캠프,"일반야영장,카라반",37.169431,126.628661,경기도 화성시 서신면 제부리 20-26,0,0,0,10,0,0,0,10,0,0,10,"전기,무선인터넷,장작판매,온수,마트.편의점",,2019-07-12,2017-06-13
카라반 캠핑장 ,일반야영장,38.0877105,127.3899749,경기도 포천시 이동면 도평리 ,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2016-03-22
카라반랜드 ,카라반,37.2154014,126.5953214,경기도 안산시 단원구 수영목길 27-75 ,0,0,0,22,0,1,0,22,0,0,22,"전기,장작판매,물놀이장,운동시설,마트.편의점",,2019-07-12,2016-07-28
